Title,Title_URL,Image,arow,asizemini,aoffscreen,arow2,acolumn,Field1,Text,Text1,Field2
"Lenovo Legion Pro 7i 16"" WQXGA 240Hz Gaming Laptop, Intel Core Ultra 9 275HX, GeForce RTX 5080 16GB GDDR7, 16GB RAM, 2TB Storage (1TB SSD+1TB Docking Station Set), RGB Backlit Keyboard, Win 11, Black",https://www.amazon.com/Lenovo-Legion-GeForce-Storage-Keyboard/dp/B0GN891P79/ref=sr_1_108?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.PLJq9iqyI_wGVxx-T4oFEwnGyZE_k5pXIi9a05-jMbntKXcg1DmH4gx-QEHvbYd0BQxhci1k3obNMxLBEEp3xP2Q9yKMX6-LIgXTdz2RvCRv_uCkkEDMJoUqpk0axdel89LniOFU0-pFFx5ZOJP1yJVsuWl4U-uEZKIuU71qBAp8CMaxXb6I0ChVziv5jb1utz6QYDJ55GG35DmKdp2Sh1mLDg9Ou92lZ7H32lubrmw.JENTxaWg_6-HihcfBjS1-pOJmsi8wEuYL_YdBfRhfQQ&dib_tag=se&keywords=gaming+laptops&qid=1789820299&sprefix=%2Caps%2C392&sr=8-108&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81+fFplEN6L._AC_UY218_.jpg,,,,,,,,,"Lenovo
Lenovo Legion
16 inches
Black
1 TB
Intel Core Ultra 9
16 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"Lenovo Legion Pro 5 16"" WQXGA 240Hz Gaming Laptop, Intel Ultra 9 275HX, GeForce RTX 5070 Ti, 64GB DDR5, 5TB Storage (4TB SSD+1TB Docking Station), 24-Zone RGB Backlit Keyboard, Win 11, Eclipse Black",https://www.amazon.com/Lenovo-Legion-Pro-GeForce-Keyboard/dp/B0HFWK7PQM/ref=sr_1_109?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.PLJq9iqyI_wGVxx-T4oFEwnGyZE_k5pXIi9a05-jMbntKXcg1DmH4gx-QEHvbYd0BQxhci1k3obNMxLBEEp3xP2Q9yKMX6-LIgXTdz2RvCRv_uCkkEDMJoUqpk0axdel89LniOFU0-pFFx5ZOJP1yJVsuWl4U-uEZKIuU71qBAp8CMaxXb6I0ChVziv5jb1utz6QYDJ55GG35DmKdp2Sh1mLDg9Ou92lZ7H32lubrmw.JENTxaWg_6-HihcfBjS1-pOJmsi8wEuYL_YdBfRhfQQ&dib_tag=se&keywords=gaming+laptops&qid=1789820299&sprefix=%2Caps%2C392&sr=8-109&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81zMj6ySbYL._AC_UY218_.jpg,,,4 sizes,,,,,,"Lenovo
Windows 11 Home
Intel Core Ultra 9
2.7 GHz
Dedicated
NVIDIA GeForce RTX 5070 Ti
4 TB
Gaming
16 inches
64 GB"
"Alienware 16 Aurora Gaming Laptop, NVIDIA RTX 5060, Intel Core 7 240H",https://www.amazon.com/Alienware-16-Aurora-Laptop-AC16250-16-inch/dp/B0FBHXJG7K/ref=sr_1_110?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.PLJq9iqyI_wGVxx-T4oFEwnGyZE_k5pXIi9a05-jMbntKXcg1DmH4gx-QEHvbYd0BQxhci1k3obNMxLBEEp3xP2Q9yKMX6-LIgXTdz2RvCRv_uCkkEDMJoUqpk0axdel89LniOFU0-pFFx5ZOJP1yJVsuWl4U-uEZKIuU71qBAp8CMaxXb6I0ChVziv5jb1utz6QYDJ55GG35DmKdp2Sh1mLDg9Ou92lZ7H32lubrmw.JENTxaWg_6-HihcfBjS1-pOJmsi8wEuYL_YdBfRhfQQ&dib_tag=se&keywords=gaming+laptops&qid=1789820299&sprefix=%2Caps%2C392&sr=8-110&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71LIpVe8h6L._AC_UY218_.jpg,4.3,(152),3 sizes,,,,,,"Alienware
Windows 11 Home
Intel Core 7
2.5 GHz
24
Dedicated
NVIDIA GeForce RTX 5060
16 GB
Entertainment, Gaming, Student
16 inches"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"ASUS ROG Strix SCAR 18 (2025) Gaming Laptop, 18” ROG Nebula HDR 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5080, Intel® Core™ Ultra 9 275HX, 32GB DDR5-5600, 2TB PCIe Gen 4 SSD, Wi-Fi 7, Windows 11 Pro",https://www.amazon.com/ASUS-Strix-Gaming-Laptop-Nebula/dp/B0DW29H85Z/ref=sr_1_113?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-113&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71GhOCogx0L._AC_UY218_.jpg,3.9,(73),"PKR 942,392.23","PKR 29,962.62 delivery",,,,,"ASUS
ROG Strix SCAR 18
18 inches
Off Black
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
RGB Fans
Dedicated"
"HP Omen 16"" 240Hz Ryzen 9 8940HX & 5060 Gaming Laptop, 32GB DDR5 + 1TB SSD",https://www.amazon.com/HP-240Hz-8940HX-Gaming-Laptop/dp/B0HBPJ36MC/ref=sr_1_114?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-114&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/7129NF1ZkLL._AC_UY218_.jpg,4.8,(8),,,,,,,"HP
TPN-I144
16 inches
Black
1 TB
AMD R Series
32 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
15.6'' AI Laptop with Office 365 12GB RAM 256GB SSD Win 11 Laptops,https://www.amazon.com/AKCHART-Laptop-Office-256GB-Laptops/dp/B0H94LG15F/ref=sr_1_115?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-115&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/714TSHAAQrL._AC_UY218_.jpg,4.4,(2.3K),"PKR 91,462.21","PKR 18,274.15 delivery Tue, Sep 29","Tue, Sep 29","PKR155,215.23",,,"AKCHART
M156FH
15.6 inches
Light Gray
256 GB
Celeron
12 GB
Windows 11 Home
HD Audio, Lightweight, Memory Card Slot, Numeric Keypad
Integrated"
,,,,,,,,,,,
,,,,,,,,,,,
"ASUS ROG Strix G16 Gaming Laptop, AMD Ryzen 9-9955HX, 64 GB DDR5 RAM, 4 TB PCIe SSD, 16"" WUXGA (1920x1200) 165Hz Display, Nvidia G-Force RTX 5060, 4-Zone RGB Keyboard, W11 Pro, Eclipse Gray",https://www.amazon.com/ASUS-ROG-Strix-G16-1920x1200/dp/B0FH21MQ2D/ref=sr_1_116?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-116&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81TbygUlv1L._AC_UY218_.jpg,3.1,(2),3 capacities,,,,,,"ASUS
ASUS ROG Strix G16 Gaming
16 inches
Eclipse Gray
4 TB
Ryzen 9
64 GB
Windows 11 Pro
Backlit Keyboard
Dedicated"
"Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 165Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | Wi-Fi 6 | Backlit KB | ANV15-52-586Z",https://www.amazon.com/i5-13420H-Processor-GeForce-Display-ANV15-52-586Z/dp/B0F5KTGDS9/ref=sr_1_117?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-117&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71gXelI8upL._AC_UY218_.jpg,4.5,(410),"PKR 263,313.48","PKR 22,356.94 delivery",,,,,"Acer
Nitro V
15.6 inches
Black
512 GB
Core i5
8 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"GIGABYTE Gaming A16 - Intel i7-13620H GeForce RTX 5060 16"" Laptop",https://www.amazon.com/GIGABYTE-1920x1200-GeForce-i7-13620H-CVHI3US894SH/dp/B0FDMN25CZ/ref=sr_1_118?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-118&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81NkQcTxKDL._AC_UY218_.jpg,4.0,(36),,,,,,,"GIGABYTE
GAMING A16 CVHI3US894SH
16 inches
Black Steel
1 TB
Core i7
16 GB
Windows 11 Home
16"" 16:10 IPS WUXGA (1920x1200) 165Hz, 25ms, NTSC 45%, 300nits, 16GB*2 DDR5 5200MHz, 1TB PCIe Gen4 NVMe™ M.2 SSD, Intel® Core™ i7-13620H, NVIDIA® GeForce RTX™ 5060 Laptop GPU
16"" 16:10 IPS WUXGA (1920x1200) 165Hz, 25ms, NTSC 45%, 300nits, 16GB*2 DDR5 5200MHz, 1TB PCIe Gen4 NVMe™ M.2 SSD, Intel® Core™ i7-13620H, NVIDIA® G… 
RTX 5060"
"msi Stealth 16 AI+ 16” 240Hz QHD+ OLED Gaming Laptop: Intel Core Ultra 9 386H, NVIDIA Geforce RTX 5070Ti, 32GB DDR5, 1TB NVMe SSD, Wi-Fi 7, Win 11 Home: Charcoal Black B3WH-036US",https://www.amazon.com/msi-Stealth-240Hz-Gaming-Laptop/dp/B0GVPSK8M7/ref=sr_1_119?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-119&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71UUyEKL46L._AC_UY218_.jpg,4.1,(6),"PKR 859,239.73","PKR 23,435.15 delivery Tue, Sep 29","Tue, Sep 29",,,,"msi
Stealth 16 AI+ B3WH-036US
16 inches
Black
1 TB
Intel Core 9
32 GB
Windows 11 Home
Backlit Keyboard
RTX 5070Ti"
"Dell Alienware 18 18"" WQXGA 300Hz Gaming Laptop, Intel Ultra 9 275HX, GeForce RTX 5080 16GB GDDR7, 64GB DDR5, 5TB Storage(4TB SSD+1TB Dock), RGB Backlit Keyboard, FHD Camera, WiFi 7, Win 11 Pro, Teal",https://www.amazon.com/Dell-Alienware-GeForce-Storage-Keyboard/dp/B0HHRZSRZX/ref=sr_1_120?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-120&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81VXZQqll3L._AC_UY218_.jpg,5.0,(1),,,,,,,"Dell
Dell Alienware
18 inches
Teal
4 TB
Others
64 GB
Windows 11 Pro
Backlit Keyboard, Numeric Keypad
Dedicated"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K ROG Nebula 240Hz Display, Intel 24-Core Ultra 9 275HX, GeForce RTX 5070 Ti 12GB GDDR7, 32GB DDR5 RAM, 2T SSD, RGB Keyboard, WiFi 7, Win 11 Pro, W/Accessories",https://www.amazon.com/ASUS-ROG-Strix-G18-Accessories/dp/B0H7RW82KJ/ref=sr_1_121?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-121&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71ZSJ26am+L._AC_UY218_.jpg,5.0,(7),,,,,,,"ASUS
ASUS ROG Strix G18
18 inches
Eclipse Gray
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
Backlit Keyboard
Dedicated"
"Acer Predator Helios Neo 16S AI Gaming Laptop, 16’’ WQXGA 240HZ OLED, Intel 24-Core Ultra 9 275HX, RTX 5060 DLSS4, 16GB DDR5 512GB SSD, Killer WiFi 6E, Thunderbolt 4, RJ 45, Win 11 Pro with Accessory",https://www.amazon.com/Acer-Predator-24-Core-Thunderbolt-Accessory/dp/B0H29YW98K/ref=sr_1_122?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-122&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71vW7mqm1dL._AC_UY218_.jpg,5.0,(2),,,,,,,"Acer
Predator
16 inches
Obsidian Black
512 GB
Intel Core Ultra 9
16 GB
Windows 11 Pro
Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad
Dedicated"
"Acer Predator Helios Neo 14 AI Gaming Laptop | Intel Core Ultra 7 Processor 255H | NVIDIA GeForce RTX 5060 (572 AI Tops) | 14.5"" WQXGA 165Hz G-SYNC Matte Display | 16GB RAM | 1TB SSD | PHN14-71-760T",https://www.amazon.com/Predator-Processor-GeForce-Display-PHN14-71-760T/dp/B0FT9SKCF2/ref=sr_1_123?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-123&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71E1ivDAXJL._AC_UY218_.jpg,5.0,(1),,,,,,,"Acer
Predator Helios Neo 14 AI
14.5 inches
Black
1 TB
Intel Core Ultra 7
16 GB
Windows 11 Home
Backlit Keyboard, Memory Card Slot
Dedicated"
"NIMO 15.6"" IPS FHD-Light Gaming-Laptop,AMD Ryzen 5 6600H 16GB DDR5 RAM 256GB SSD (Beat i5-1335U, 6 Cores Up to 4.5GHz) AMD Radeon 660M GPU-Computer with 100W Type-C Backlit Keyboard Fingerprint",https://www.amazon.com/NIMO-FHD-Light-Gaming-Laptop-GPU-Computer-Fingerprint/dp/B0GMX7V89Q/ref=sr_1_124?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-124&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71hC8lDqP2L._AC_UY218_.jpg,4.4,(18),,,,,,,"NIMO
NIMO N153
15.6 inches
Red
256 GB
Ryzen 5
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Dedicated"
"NIMO 15.6 FHD AI Ready Gaming Laptop, 8 Cores AMD R7 16GB DDR5 512GB SSD",https://www.amazon.com/NIMO-FHD-Business-Laptop-Radeon-780M-Creators-Professionals/dp/B0G51Y15JM/ref=sr_1_125?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-125&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/718D7iGeEhL._AC_UY218_.jpg,4.5,(22),,,,,,,"NIMO
NIMO N159
15.6 inches
Rose Gold
512 GB
AMD Ryzen 7
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"GIGABYTE Gaming A16 - Intel i7-13620H GeForce RTX 5070 16"" Laptop",https://www.amazon.com/GIGABYTE-1920x1200-GeForce-i7-13620H-CWHI3US864SH/dp/B0FDM3M1WF/ref=sr_1_126?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.Nl3KqH_RE4UiWXnH5fM80KpzAVbfZsa9Qqfm-t2vXNX1wH2RCreqSkdp5QWPaphLzr2qIKVYrrbuap1VYOM_Ng1BYg58jhNUpTcbAGg5dNHAkEjlt8bnCoYHpRRVAGvQuSOUTJmlO1sXgk7WpsuLqPAc7ZL3hZg9PwMR6cBDFYX9vBqV4pNyJnWdPZ07VoPv9Sne9NysmyyJmAoyfgT2Ygs1FonTXPWMS9YUyjKHELg.Vj2sTqmXvNTfmGPgVHVSudJe75G9JtBieR4851d7lXQ&dib_tag=se&keywords=gaming+laptops&qid=1789820374&sprefix=%2Caps%2C392&sr=8-126&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81NkQcTxKDL._AC_UY218_.jpg,4.1,(85),,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"NAIKLULU Laptop Computer, Win 11 Pro Lap Top, 15.6 Inch Laptop PC 2026, 16GB RAM 256GB SSD, M3-6Y30 Processor, FHD Display 1920 * 1080P, WIFI5, BT4.2, 5000mAh Battery, for School Business Student",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjUwODg3NDYxODQwODY1OjE3ODk4MjA0NTU6c3BfYXRmX25leHQ6MzAxNTMwNjQyODI2NDAyOjowOjo&url=%2FNAIKLULU-Computer-M3-6Y30-Processor-Business%2Fdp%2FB0GY8JG1P1%2Fref%3Dsr_1_129_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.LSv-OUROLwDziXtNdnRjzdGh-s6by15B6m6ILEe4J7eTX8nS08tZ_bjbYuIqz0uI0XPooMvCqusmsILFxCL6hcLqv1IBpLLr99uOwpGtDm5pwhAFJDZpUYBj17yFte_82YCaW9Df3U2H22EzWIjrS5hU7PnxPB_ofY5xAcTHGAMMFkjDNhtG2ikgJHFKAHDGKi9uWulyLI4V6CZ2t_9Li0osS7n8qon5C9nBp_zAbag.Pma76vspx2yJzGC-K0-pnxDiPgLufxE8f8SBAZdxRR0%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820455%26sprefix%3D%252Caps%252C392%26sr%3D8-129-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71owJtHwgEL._AC_UY218_.jpg,3.2,(18),"PKR 97,008.48","PKR 18,152.19 delivery Tue, Sep 29","Tue, Sep 29",,,,
"Samsung Galaxy Book6 Enterprise Edition 14.0"", Intel® Core™ Ultra 7 355",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjUwODg3NDYxODQwODY1OjE3ODk4MjA0NTU6c3BfYXRmX25leHQ6MzAxNDgzNDI4NDY3NDAyOjowOjo&url=%2FSamsung-Galaxy-Enterprise-Intel%25C2%25AE-CoreTM%2Fdp%2FB0H1CZMLDT%2Fref%3Dsr_1_130_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.LSv-OUROLwDziXtNdnRjzdGh-s6by15B6m6ILEe4J7eTX8nS08tZ_bjbYuIqz0uI0XPooMvCqusmsILFxCL6hcLqv1IBpLLr99uOwpGtDm5pwhAFJDZpUYBj17yFte_82YCaW9Df3U2H22EzWIjrS5hU7PnxPB_ofY5xAcTHGAMMFkjDNhtG2ikgJHFKAHDGKi9uWulyLI4V6CZ2t_9Li0osS7n8qon5C9nBp_zAbag.Pma76vspx2yJzGC-K0-pnxDiPgLufxE8f8SBAZdxRR0%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789820455%26sprefix%3D%252Caps%252C392%26sr%3D8-130-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61-I9ls9TuL._AC_UY218_.jpg,,,2 capacities,"PKR 17,875.02 delivery Tue, Sep 29","Tue, Sep 29",,,,
